inchi_key,smiles,homo (eV),lumo (eV),vertical_excitation_energy (eV),redox_potential_S0 (eV),redox_potential_S1 (eV),redox_potential_T1 (eV),dipole_moment_S0 (D),dipole_moment_S1 (D),dipole_moment_T1 (D),0-0_S1 (eV),0-0_T1 (eV),ionization_potential (eV)
OAXDNQCQXCCNPD-FLWNBWAVSA-N,FC(c1cnc(nc1)c1ccc(s1)/N=N\c1ccc(s1)c1ncc(cn1)C(F)(F)F)(F)F,-6.382702,-3.305367,,1.25,,,3.85774,,,,,7.16
OBKBKQSXMCWIJF-WCWDXBQESA-N,Fc1cnc(s1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ncc(s1)F,-6.414268,-2.983184,1.2,,,,2.55046,2.55046,2.63239,1.83,1.43,7.28
OBONPIBGQAKYKA-UHFFFAOYSA-N,FC(Oc1cc2c3cc(OC(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)OC(F)(F)F)cc(c5ccc4)OC(F)(F)F)(F)F,-5.953851,-2.837059,2.12,,,,0.0001,0.0001,,2.21,,
OBWQJNZQDLADPT-UHFFFAOYSA-N,COc1ccc(cc1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(cc1)OC,-5.317921,-2.342628,,,,,4.07363,,,,,
OCOBYLQQTNRJJG-UHFFFAOYSA-N,FC(C1=CC=C(S1(=O)=O)c1cc2c3cc(c4c5c3c(c3c2c2c1cccc2c(c3)C1=CC=C(S1(=O)=O)C(F)(F)F)cc(c5ccc4)C1=CC=C(S1(=O)=O)C(F)(F)F)C1=CC=C(S1(=O)=O)C(F)(F)F)(F)F,,,,,,,,,,,,
OCSFNHXBAPGJNU-OCEACIFDSA-N,[O-][N+](=O)c1ccc(cc1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ccc(cc1)[N+](=O)[O-],-6.725838,-3.196249,,1.72,,0.62,0.00024,,4.93861,,1.1,7.74
OCTLBRUBJOUMNF-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ncc(cn1)S)c1ncc(cn1)S,-6.729103,-3.217474,2.41,2.1,-0.44,-0.06,5.0009,5.0009,17.87651,2.54,2.16,7.72
ODBFDXSFCJZMSC-QTQNKRQRSA-N,FC(O/N=C\c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1/C=N\OC(F)(F)F)(F)F,-5.708404,-2.837603,1.88,,,,9.10364,9.10364,9.82417,1.99,1.19,6.76
ODFHAZRMMQYUMA-UHFFFAOYSA-N,FC(Oc1csc(n1)[C@@]1(N=N1)OC(F)(F)F)(F)F,-7.473607,-2.872162,2.32,2.37,-0.29,,4.53259,4.53259,,2.66,,8.81
ODFPAXZPIBZLOA-UHFFFAOYSA-N,FC(c1ccc(cc1)[C@@]1(N=N1)C(F)(F)F)(F)F,-8.045318,-2.696648,2.82,2.77,-0.17,0.14,0.80184,0.80184,4.55725,2.94,2.63,9.27
ODVJAZILYYHGGO-UHFFFAOYSA-N,Oc1ccc(s1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(s1)O,-5.255063,-2.418004,,,,,2.50694,,3.05616,,1.18,
ODYMXNQLQHWXCU-UHFFFAOYSA-N,CC#C[C@]1(C)N=N1,-7.107614,-2.090923,2.69,2.18,-0.62,-0.26,3.17777,3.17777,6.76608,2.8,2.44,8.54
OEAQTIAMKYGQTH-UHFFFAOYSA-N,[O-][N+](=O)c1cnc(o1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ncc(o1)[N+](=O)[O-],-5.801195,-3.46156,1.52,0.94,-0.63,,12.11029,12.11029,,1.57,,6.86
OEKQTBWZQQOBCS-BYYHNAKLSA-N,Clc1ccc(cc1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ccc(cc1)Cl,-6.408009,-2.717873,,,,,0.00022,,1.01572,,1.12,7.2
OERXINNCVZOFPC-QURGRASLSA-N,N#Cc1cnc(s1)c1ccc(o1)/N=N/c1ccc(o1)c1ncc(s1)C#N,-6.28202,-3.521153,1.53,,,,0.52931,0.52931,0.58198,1.71,0.79,7.34
OFJBMRGKMFXQOC-UHFFFAOYSA-N,Sc1ccc(nc1)[C@]1(S)N=N1,-6.621074,-2.414466,2.27,1.79,-0.62,-0.37,5.24866,5.24866,8.02285,2.41,2.16,8.02
OFLYEHCQTBWENM-UHFFFAOYSA-N,N#Cc1ccc(nc1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(cn1)C#N,-5.565272,-2.714064,,,,,6.9425,,,,,
OGITVVRLTFNMAM-BUHFOSPRSA-N,OC#Cc1ccc(o1)/N=N/c1ccc(o1)C#CO,-5.948409,-2.878965,,0.88,,0.1,3.8763,,8.9747,,0.78,6.54
OGJPBFCBMBHOKB-UHFFFAOYSA-N,[O-][N+](=O)C1=CC=C(S1(=O)=O)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1C1=CC=C(S1(=O)=O)[N+](=O)[O-],-5.902149,-4.056945,,,,,6.1922,,,,,
OGOPTHVOTNETCZ-QPLCGJKRSA-N,FC(c1ccc(o1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(o1)C(F)(F)F)(F)F,-5.948953,-3.127949,,0.91,,,6.37172,,,,,6.81
OGSBSBOMMBBWNG-BAKKZWQISA-N,C=CO/C=C\c1ccc(cc1)/N=N/c1ccc(cc1)/C=C\OC=C,-5.964463,-2.646851,,1.11,,0.06,1.02812,,6.33965,,1.05,6.66
OGVRBIAGVLCELS-UHFFFAOYSA-N,Sc1cnc(nc1)c1cc2c3cc(c4ncc(cn4)S)c4c5c3c(c3c2c2c1cccc2c(c3)c1ncc(cn1)S)cc(c5ccc4)c1ncc(cn1)S,-5.486904,-2.701818,,,,,1.6586,,,,,0.06
OGZNDJPWQSMLDC-SZWZUZNMSA-N,[O-][N+](=O)/C=C\c1ccc(cc1)/N=N/c1ccc(cc1)/C=C\[N+](=O)[O-],-6.966387,-3.529861,0.86,1.83,0.2,0.81,0.00061,0.00061,5.21945,1.63,1.02,7.87
OIKSVMNNYVGMAG-ISLYRVAYSA-N,c1csc(c1)c1ccc(o1)/N=N/c1ccc(o1)c1cccs1,-5.57915,-2.895019,1.52,,,,0.93439,0.93439,1.0735,1.68,0.7,6.32
OIVCIIIOGKTWCM-UHFFFAOYSA-N,Clc1ccc(nc1)[C@]1(Cl)N=N1,-7.444491,-2.562496,2.79,2.52,-0.41,-0.1,3.57202,3.57202,8.11585,2.93,2.62,8.84
OJFBAGYPOFXMPY-DQRAZIAOSA-N,Clc1ccc(n1C)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(n1C)Cl,-5.578606,-2.852025,,0.53,,,8.15689,,,,,6.2
OJFZBXYBKDZVCB-UHFFFAOYSA-N,Fc1cc2c3cc(F)c4c5c3c(c3c2c2c1cccc2c(c3)F)cc(c5ccc4)F,-5.64609,-2.520318,2.12,0.9,-1.32,-0.41,0,0,0,2.22,1.31,6.7
OJMDVDGDEDIZET-OCEACIFDSA-N,c1ccc(nc1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ccccn1,-6.513589,-2.783453,,1.54,,0.44,4.33862,,6.93225,,1.1,7.15
OJSWJFOCSHEPSU-OCEACIFDSA-N,FC(c1ccc(o1)c1ccc(o1)/N=N/c1ccc(o1)c1ccc(o1)C(F)(F)F)(F)F,-5.868952,-3.076791,,0.68,,,6.3814,,,,,6.64
OKSVETFNPDSZGL-FMQUCBEESA-N,Fc1ccc(o1)c1ccc(o1)/N=N/c1ccc(o1)c1ccc(o1)F,-5.577518,-2.85393,1.62,0.65,-1.11,-0.11,0.00121,0.00121,0.0006,1.76,0.76,6.42
OLAVNXSVZYTRLM-NORIJPHCSA-N,F/N=C\c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)/C=N/F,-7.975657,-3.536664,2.7,3.02,0.22,0.57,1.10981,1.10981,2.8646,2.8,2.45,9.28
OLDPXWMLFMJAPZ-NSFMOVNFSA-N,N=Cc1ccc(o1)/N=N/c1ccc(o1)C=N,-6.449915,-3.301829,,1.45,,0.68,7.98192,,7.81189,,0.77,7.6
OLKVKTVHTBTHGV-UHFFFAOYSA-N,N#Cc1coc(n1)[C@]1(C#N)N=N1,-7.977562,-3.101554,2.78,3.08,0.07,0.32,2.54534,2.54534,7.20673,3.01,2.76,9.79
OLRRNOSWDQRJBP-QVIHXGFCSA-N,FC(c1ccc(cc1)c1ccc(o1)/N=N/c1ccc(o1)c1ccc(cc1)C(F)(F)F)(F)F,-5.954395,-3.030804,,1.04,,0.27,0.4159,,1.06707,,0.77,6.91
OMFGOXVCAWTIIB-UHFFFAOYSA-N,C/C=C\c1cc2c3cc(/C=C\C)c4c5c3c(c3c2c2c1cccc2c(c3)/C=C/C)cc(c5ccc4)/C=C\C,-5.256695,-2.412561,1.81,,,,0.0001,0.0001,,1.93,,
OMKHCMDSVRFLPM-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(cn1)C(F)(F)F)c1ccc(cn1)C(F)(F)F,-7.371292,-3.262645,2.69,-4.25,-7.07,-6.77,4.1027,4.1027,2.79585,2.82,2.52,8.39
OMTYYSJPXLZROB-VXPUYCOJSA-N,[O-][N+](=O)c1ccc([nH]1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc([nH]1)[N+](=O)[O-],-6.042832,-3.467003,,0.9,,0.76,6.4656,,4.48723,,0.14,7
OMWSKKKENYUCBZ-DQRAZIAOSA-N,Fc1ccc([nH]1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc([nH]1)F,-5.433841,-2.825086,,0.41,,,6.42784,,,,,6.18
OMZUCWXJIWIFEJ-UHFFFAOYSA-N,F/C=C\c1cc2c3cc(/C=C/F)c4c5c3c(c3c2c2c1cccc2c(c3)/C=C/F)cc(c5ccc4)/C=C/F,-5.451529,-2.578551,1.84,,,,2.97289,2.97289,3.0929,1.95,1.16,0.06
ONOZITHPRCKLAM-UHFFFAOYSA-N,[O-][N+](=O)c1cnc(s1)c1cc2c3cc(c4ncc(s4)[N+](=O)[O-])c4c5c3c(c3c2c2c1cccc2c(c3)c1ncc(s1)[N+](=O)[O-])cc(c5ccc4)c1ncc(s1)[N+](=O)[O-],,,,,,,,,,,,
ONPGEIUMHHZZCE-UHFFFAOYSA-N,Clc1ccc(s1)[C@]1(Cl)N=N1,-6.868698,-2.632974,2.24,1.91,-0.52,-0.21,1.52299,1.52299,9.18434,2.43,2.12,8.31
ONVMGEWESFHGIO-UHFFFAOYSA-N,FC(C1=CC=C(C1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1C1=CC=C(C1)C(F)(F)F)(F)F,-5.367718,-2.560863,,,,,4.6006,,,,,
OOIWQHYXIFVQSN-UHFFFAOYSA-N,N#Cc1cnc(o1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ncc(o1)C#N,-5.684458,-2.993252,1.73,0.9,-0.92,,4.8595,4.8595,,1.82,,6.71
OOQNYRFJLUIUOV-UHFFFAOYSA-N,FC(Oc1ccc(s1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(s1)OC(F)(F)F)(F)F,-5.447991,-2.530115,1.83,,,,4.15312,4.15312,,1.98,,
OOXGOVAKHNBCRZ-VXPUYCOJSA-N,[O-][N+](=O)c1ncc([nH]1)c1ccc(s1)/N=N\c1ccc(s1)c1cnc([nH]1)[N+](=O)[O-],-6.403927,-3.510269,,1.18,,1.02,12.83515,,11.09401,,0.16,7.33
OPTSCBXCTOBKCH-UHFFFAOYSA-N,N#Cc1ncc([nH]1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1cnc([nH]1)C#N,-5.578334,-2.648212,,,,,13.8838,,,,,
OQETWTUMGACLDV-UHFFFAOYSA-N,Cl/N=C/c1cc2c3cc(/C=N/Cl)c4c5c3c(c3c2c2c1cccc2c(c3)/C=N/Cl)cc(c5ccc4)/C=N/Cl,-5.901061,-3.067539,1.79,,,,4.45815,4.45815,,1.91,,6.88
ORBVYHIUNUJQAJ-UHFFFAOYSA-N,O/C=C\c1cc2c3cc(/C=C\O)c4c5c3c(c3c2c2c1cccc2c(c3)/C=C\O)cc(c5ccc4)/C=C\O,-5.127713,-2.328478,,,,,1.8075,,,,,5.81
ORSJDHBHUQFCHD-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)C1=CC=C(S1(=O)=O)Cl)C1=CC=C(S1(=O)=O)Cl,-7.086933,-3.501289,2.18,2.17,-0.27,0.05,12.6372,12.6372,15.0843,2.44,2.12,8.12
ORSNSCHVMKEVIR-UHFFFAOYSA-N,COc1cnc(nc1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ncc(cn1)OC,-5.433841,-2.495556,1.86,,,,6.56639,6.56639,,1.99,,
ORYDEEIICVMFRA-UHFFFAOYSA-N,N#Cc1ccc([nH]1)c1cc2c3cc(c4ccc([nH]4)C#N)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc([nH]1)C#N)cc(c5ccc4)c1ccc([nH]1)C#N,-5.524183,-2.75352,,,,,2.5658,,,,,
OSJGEZJAJVQANY-UHFFFAOYSA-N,Cn1c(Cl)ccc1[C@]1(Cl)N=N1,-6.593591,-2.589708,0.97,1.57,-0.45,-0.42,1.74167,1.74167,11.3423,2.02,1.99,7.91
OSOULSAYBIDZGO-UHFFFAOYSA-N,Cc1nnc(nn1)c1cc2c3cc(c4nnc(nn4)C)c4c5c3c(c3c2c2c1cccc2c(c3)c1nnc(nn1)C)cc(c5ccc4)c1nnc(nn1)C,,,,,,,,,0.44763,,,
OSXYMLXERUPICY-UHFFFAOYSA-N,Oc1c[nH]c(c1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1[nH]cc(c1)O,-5.194109,-2.398956,1.74,,,,2.97959,2.97959,1.78765,1.87,1.18,
OTFHVEJPVINVHT-BYYHNAKLSA-N,O=Cn1c(ccc1c1ccc(cc1)/N=N/c1ccc(cc1)c1ccc(n1C=O)C#N)C#N,-6.626789,-3.025362,,1.68,,0.58,0.00936,,10.90307,,1.1,7.64
OUJFUAVRMJIJDR-ISLYRVAYSA-N,Sc1nnc(nn1)c1ccc(cc1)/N=N/c1ccc(cc1)c1nnc(nn1)S,-6.84965,-3.213392,1.74,1.8,-0.02,0.41,2.4348,2.4348,2.38621,1.82,1.39,7.64
OUOLUUWQHRHMFS-UHFFFAOYSA-N,Oc1csc(n1)c1cc2c3cc(c4scc(n4)O)c4c5c3c(c3c2c2c1cccc2c(c3)c1scc(n1)O)cc(c5ccc4)c1scc(n1)O,,,,,,,,,,,,
OUPFIHADKQQDOM-BUHFOSPRSA-N,C#Cc1ccc(o1)/N=N/c1ccc(o1)C#C,-6.19576,-3.064546,1.92,1.23,-0.85,0.35,0,0,0.00144,2.08,0.88,7.11
OUXSTDTYBUABTQ-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ncc(o1)Cl)c1ncc(o1)Cl,-6.884753,-3.333939,2.33,2.29,-0.16,0.04,1.2304,1.2304,6.6313,2.45,2.25,7.89
OVESNQSEWSQDFH-ZCXUNETKSA-N,N#CC#Cc1ccc(s1)/N=N\c1ccc(s1)C#CC#N,-6.560121,-3.504282,,1.49,,,1.4871,,,,,7.7
OVMJWGVBMXTWNY-ZCXUNETKSA-N,[O-][N+](=O)c1cnc(s1)c1ccc(s1)/N=N\c1ccc(s1)c1ncc(s1)[N+](=O)[O-],-6.43005,-3.759797,,1.36,,,2.211,,,,,7.47
OVUDLBOGJMJQTB-UHFFFAOYSA-N,N#Cc1ccc(n1C)c1cc2c3cc(c4ccc(n4C)C#N)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(n1C)C#N)cc(c5ccc4)c1ccc(n1C)C#N,,,,,,,,,,,,
OXEPRSKVXRIBIP-UHFFFAOYSA-N,Fc1ccc([nH]1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc([nH]1)F,-5.268124,-2.420453,1.78,0.48,-1.43,-0.71,2.50837,2.50837,1.53538,1.91,1.19,6.06
OXKIOYMLWNLBJJ-VXPUYCOJSA-N,Cc1ccc(o1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(o1)C,-5.519285,-2.913523,,0.5,,,7.6163,,,,,6.1
OXRZQUYVKIGBCH-QURGRASLSA-N,Cc1ncc([nH]1)c1ccc(o1)/N=N/c1ccc(o1)c1cnc([nH]1)C,-5.467856,-2.789711,1.56,0.57,-1.14,-0.15,8.05393,8.05393,6.20873,1.71,0.72,6.16
OXVYLCYNNKSEOE-UHFFFAOYSA-N,Cc1cnc(nc1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ncc(cn1)C,-5.46459,-2.527121,,,,,5.20295,,4.76019,,1.23,
OYJOKNMMYUWAPR-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(cc1)O)c1ccc(cc1)O,-6.456173,-3.058832,2.18,-4.2,-6.53,-6.36,2.09089,2.09089,6.43162,2.33,2.16,7.36
OYZHAESXSNAZMV-BYYHNAKLSA-N,FC(c1ccc([nH]1)c1ccc(o1)/N=N/c1ccc(o1)c1ccc([nH]1)C(F)(F)F)(F)F,-5.632485,-2.920054,1.57,0.65,-1.08,-0.08,6.91839,6.91839,6.62744,1.73,0.73,6.57
OZLSDJZXCGIWIA-UHFFFAOYSA-N,Fc1cc(F)c2c(c1)c1c3c4c2ccc2c4c4c5c3c(c3c1cc(F)cc3F)ccc5c1c(c4c3c2c(F)cc(c3)F)cc(cc1F)F,,,,,,,,,,,,
OZSJDRWCCCFCAT-UHFFFAOYSA-N,C=C[C@@H]1N=N1,-7.153873,-2.133645,2.72,2.25,-0.61,-0.19,2.24648,2.24648,5.9856,2.86,2.44,9
OZWAPSSRUGNEMS-QURGRASLSA-N,Sc1ccc(s1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ccc(s1)S,-6.14678,-2.817467,,1.02,,-0.03,1.3467,,0.6755,,1.05,6.65
PANPSQAOXIJIMP-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1occ(n1)F)c1occ(n1)F,-7.021082,-3.363599,2.42,2.13,-0.4,-0.17,3.5182,3.5182,7.8718,2.53,2.3,8.12
PBFSRJWAYNIEPO-UHFFFAOYSA-N,ClC1=CC=C(S1(=O)=O)[C@]1(Cl)N=N1,-7.457552,-3.020736,2.5,2.51,-0.16,0.93,7.04071,7.04071,7.25715,2.67,1.58,8.89
PCLMOZGOEGOTJN-UHFFFAOYSA-N,OC1=CC=C(S1(=O)=O)c1cc2c3cc(c4c5c3c(c3c2c2c1cccc2c(c3)C1=CC=C(S1(=O)=O)O)cc(c5ccc4)C1=CC=C(S1(=O)=O)O)C1=CC=C(S1(=O)=O)O,,,,,,,,,,,,
PDDAEYJQLOTAAU-UHFFFAOYSA-N,Cc1csc(n1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1scc(n1)C,-5.467311,-2.614742,1.73,,,,0.4931,0.4931,,1.88,,6.15
PEAXTMNZUNEBAH-UHFFFAOYSA-N,c1cnc(nc1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ncccn1,-5.4967,-2.569027,,,,,3.7817,,,,,
PFBRYRKOINJWPD-UHFFFAOYSA-N,Clc1ccc(nc1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(cn1)Cl,-5.484727,-2.529298,1.89,,,,0.0477,0.0477,,2.02,,
PFBUXVUJDDHWIH-UHFFFAOYSA-N,FC(c1cnc(nc1)c1cc2c3cc(c4ncc(cn4)C(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ncc(cn1)C(F)(F)F)cc(c5ccc4)c1ncc(cn1)C(F)(F)F)(F)F,,,,,,,,,,,,
PFXOMWSJOIYHLA-UHFFFAOYSA-N,[O-][N+](=O)c1c[nH]c(c1)c1cc2c3cc(c4[nH]cc(c4)[N+](=O)[O-])c4c5c3c(c3c2c2c1cccc2c(c3)c1[nH]cc(c1)[N+](=O)[O-])cc(c5ccc4)c1[nH]cc(c1)[N+](=O)[O-],,,,,,,,,,,,
PGEWTKQQZUQTTE-NWCFJRSKSA-N,O/C=C\O/C=C\c1ccc(o1)/N=N/c1ccc(o1)/C=C\O/C=C\O,-5.530442,-2.897196,1.44,0.53,-1.11,-0.13,4.69065,4.69065,3.92958,1.64,0.66,6.35
PGFOJNGHQQEOPI-WCWDXBQESA-N,Fc1ccc(cc1)c1ccc(o1)/N=N/c1ccc(o1)c1ccc(cc1)F,-5.733439,-2.832977,1.71,0.88,-0.99,0.04,0.0001,0.0001,0,1.87,0.84,6.55
PGZGZMMUFGTCKT-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1cnc([nH]1)[N+](=O)[O-])c1cnc([nH]1)[N+](=O)[O-],-7.161492,-3.514078,2.44,2.25,-0.27,-0.03,8.37222,8.37222,5.44081,2.52,2.28,8.43
PHVGMKSBRQNNBU-UHFFFAOYSA-N,COC#Cc1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)C#COC,,,,,,,,,,,,
PIKWSLLRPAJIDA-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1occ(n1)O)c1occ(n1)O,-6.599849,-3.309993,2.13,1.96,-0.34,-0.11,0.4785,0.4785,5.423,2.3,2.07,7.59
PIYHKKCWOGIUBY-UHFFFAOYSA-N,c1cc2c(s1)c1c3c4c2ccc2c4c4c5c3c(c3c1scc3)ccc5c1c(c4c3c2ccs3)scc1,-5.742419,-2.083304,2.54,0.94,-1.67,-1.09,0,0,0,2.61,2.03,6.51
PJDRKFLCSCGOHC-UHFFFAOYSA-N,CC1=CC=C(C1)[C@]1(C)N=N1,-5.949497,-1.947791,2.03,0.99,-1.24,-0.9,2.12115,2.12115,9.0913,2.23,1.89,7.34
PKBPLLZVGDUMMM-ISLYRVAYSA-N,[O-][N+](=O)c1ccc(s1)c1ccc(o1)/N=N/c1ccc(o1)c1ccc(s1)[N+](=O)[O-],-6.101337,-3.71,1.28,1.15,-0.29,0.53,18.56101,18.56101,20.42688,1.44,0.62,7.11
PKGGHRJFUOLIGP-DQRAZIAOSA-N,Oc1ccc(nc1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(cn1)O,-5.805005,-2.934748,,0.83,,,8.7149,,,,,6.35
PKUXZMQQBPAVAS-UHFFFAOYSA-N,COc1c[nH]c(c1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1[nH]cc(c1)OC,-5.183225,-2.38916,,0.37,,,4.23113,,,,,5.84
PLCRMFDVYCNTMM-UHFFFAOYSA-N,Cn1c(S)ccc1c1cc2c3cc(c4ccc(n4C)S)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(n1C)S)cc(c5ccc4)c1ccc(n1C)S,,,,,,,,,,,,
PMQNRRVPLPHKKT-ZCXUNETKSA-N,Oc1ccc(o1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(o1)O,-5.346221,-2.842229,,0.34,,,7.19451,,,,,6.01
PMXXIAYXYJOWJB-ISLYRVAYSA-N,Sc1ccc(o1)c1ccc(o1)/N=N/c1ccc(o1)c1ccc(o1)S,-5.622961,-2.916516,1.51,0.54,-1.14,-0.21,0.00223,0.00223,0.01374,1.68,0.75,6.17
PNSJJABKOWERCW-UHFFFAOYSA-N,Oc1cnc(s1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ncc(s1)O,-5.412344,-2.579911,,0.61,,-0.55,1.7852,,2.1089,,1.16,6.06
PNTHJSBCHUYZLS-UHFFFAOYSA-N,Cc1c[nH]c(c1)[C@]1(C)N=N1,-6.044465,-2.050106,2.03,1.13,-1.07,-0.78,1.24633,1.24633,8.80013,2.2,1.91,7.42
POCFCUBDCNXOFQ-UHFFFAOYSA-N,Oc1cnc(s1)c1cc2c3cc(c4ncc(s4)O)c4c5c3c(c3c2c2c1cccc2c(c3)c1ncc(s1)O)cc(c5ccc4)c1ncc(s1)O,-5.451529,-2.749983,,,,,3.63749,,,,,
POPAGRONNAPESZ-WCWDXBQESA-N,Fc1ccc(nc1)c1ccc(o1)/N=N/c1ccc(o1)c1ccc(cn1)F,-5.941606,-3.022913,1.68,,,,1.35462,1.35462,1.57032,1.86,0.8,6.75
PPFFBKPJNFHSAG-QVIHXGFCSA-N,FC(c1ccc(nc1)c1ccc(o1)/N=N/c1ccc(o1)c1ccc(cn1)C(F)(F)F)(F)F,-6.154671,-3.226454,,1.24,,0.47,2.32383,,2.45475,,0.77,7.1
PPIRZLJGRZUALY-DQRAZIAOSA-N,Sc1ccc(cc1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(cc1)S,-5.682554,-2.939918,,0.67,,0.65,4.6798,,0.0008,,0.02,6.21
PQEVMTBFFTVCRK-UHFFFAOYSA-N,Cc1ccc(nc1)c1cc2c3cc(c4ccc(cn4)C)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(cn1)C)cc(c5ccc4)c1ccc(cn1)C,,,,,,,,,,,,
PQFJIVGPYCGDAY-FMQUCBEESA-N,Cn1cccc1c1ccc(o1)/N=N/c1ccc(o1)c1cccn1C,-5.236015,-2.616647,1.57,0.36,-1.33,-0.4,4.7528,4.7528,5.01015,1.69,0.76,5.92
PQHYNTBLMLGXOV-UHFFFAOYSA-N,Clc1ccc2c(c1)c1ccc3c4c1c1c2c2ccc(cc2c2c1c1c4c(c4c3cc(Cl)cc4)c3c(c1c1c2cccc1)cc(cc3)Cl)Cl,,,,,,,,,,,,
PQWQTSGWGHIIEG-ONYWOVPASA-N,F/N=C\c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1/C=N/F,-5.769902,-2.917333,1.87,0.96,-1.01,-0.22,5.47463,5.47463,5.59187,1.97,1.18,6.86
PRIFUROIHQCEJE-UHFFFAOYSA-N,[O-][N+](=O)C1=CC=C(C1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1C1=CC=C(C1)[N+](=O)[O-],-5.530714,-3.244686,,,,,9.9274,,,,,
PRJIXWHDYYHPMQ-UHFFFAOYSA-N,[O-][N+](=O)C1=CC=C(S1(=O)=O)c1cc2c3cc(c4c5c3c(c3c2c2c1cccc2c(c3)C1=CC=C(S1(=O)=O)[N+](=O)[O-])cc(c5ccc4)C1=CC=C(S1(=O)=O)[N+](=O)[O-])C1=CC=C(S1(=O)=O)[N+](=O)[O-],,,,,,,,,,,,
PRZWELOWDZZMCZ-UHFFFAOYSA-N,COc1cnc(o1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ncc(o1)OC,-6.284469,-3.201692,1.97,,,,4.35337,4.35337,8.19352,2.1,1.91,7.18
PSLZCHOHZVCTKM-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(s1)c1cc2c3cc(c4ccc(s4)[N+](=O)[O-])c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(s1)[N+](=O)[O-])cc(c5ccc4)c1ccc(s1)[N+](=O)[O-],,,,,,,,,,,,
